R4A_Id	CompoundID	PLD_Effect(%)_A549-ACE2	Label_A549-ACE2	HIT_Phospholipidosis  Y/N	CompoundID_dupl	NAME	PLD_Effect(%)_VERO-E6	Label_VERO-E6
R4A_0001321_001	SPE_K41304947	-0.016773643	inactive	N	SPE_K41304947	HA-966-(S)-(-)	-8.51	inactive
R4A_0001321_002	SPE_K58046914	-0.051906358	inactive	N	SPE_K58046914	HA-966-(R)-(+)	-6.32	inactive
R4A_0001481_001					SPE_K89634775	ALLYLTHIOUREA	-1.6	inactive
R4A_0004539_001	SPE_A19958636	-0.081545657	inactive	N	SPE_A19958636	TUAMINOHEPTANE SULFATE	-1	inactive
R4A_0000322_001	SPE_K08927448	-0.154275154	inactive	N	SPE_K08927448	nitrosodimethylurea	-2.57	inactive
R4A_0000216_001					SPE_M02899238	beta-hydroxy-beta-methylbutyrate	-6.24	inactive
R4A_0000657_001	SPE_A62890442	-0.106399579	inactive	N	SPE_A62890442	3-methyl-GABA	-2.76	inactive
R4A_0002233_001					SPE_K12014493	BETAINE HYDROCHLORIDE	-1.21	inactive
R4A_0002266_001	SPE_K59424860	0.001885016	inactive	N	SPE_K59424860	D-Valine	-0.03	inactive
R4A_0002077_001	SPE_K45238818	-0.009710741	inactive	N	SPE_K45238818	succinic acid	-5.74	inactive
R4A_0005025_001	SPE_K10673031	0.030954284	inactive	N	SPE_K10673031	S-Isopropylisothiourea	-3.42	inactive
R4A_0000230_001					SPE_A40777960	THREONINE (dl)	-9.04	inactive
R4A_0000230_002					SPE_K75508643	L-threonine	2.14	inactive
R4A_0002306_001	SPE_K47978074	-0.100557873	inactive	N	SPE_K47978074	TROMETHAMINE	-3.2	inactive
R4A_0005042_001	SPE_K00795468	-0.003026618	inactive	N	SPE_K00795468	L-cysteine	-1.13	inactive
R4A_0000896_001					SPE_A74328360	Antimonyl (potassium tartrate trihydrate)	2.54	inactive
R4A_0004304_001	SPE_K79315489	-0.018350554	inactive	N	SPE_K79315489	Erythritol	-7.96	inactive
R4A_0004762_001	SPE_K53397409	-0.119313868	inactive	N	SPE_K53397409	BENZOIC ACID	-7.76	inactive
R4A_0000713_001	SPE_K28912512	-0.099686159	inactive	N	SPE_K28912512	NIACINAMIDE	-7.2	inactive
R4A_0003229_001	SPE_K51199656	-0.11105063	inactive	N	SPE_K51199656	Fluorocholine chloride	-5.63	inactive
R4A_0004985_001	SPE_K17874705	-0.012035597	inactive	N	SPE_K17874705	2-pyridylethylamine	-5.68	inactive
R4A_0005392_001					SPE_K85146014	FOSCARNET SODIUM	-2.03	inactive
R4A_0003974_001	SPE_K01029106	-0.030858314	inactive	N	SPE_K01029106	picolinic-acid	-2.21	inactive
R4A_0003384_001	SPE_K60237333	-0.037013813	inactive	N	SPE_K60237333	NIACIN	-2.51	inactive
R4A_0001685_001	SPE_K28667793	-0.099009467	inactive	N	SPE_K28667793	PYRAZINAMIDE	-3.14	inactive
R4A_0000600_001	SPE_K08493205	-0.128775551	inactive	N	SPE_K08493205	SALICYL ALCOHOL	0.98	inactive
R4A_0002939_001	SPE_K45216060	0.010447245	inactive	N	SPE_K45216060	MEQUINOL	-0.7	inactive
R4A_0002417_001	SPE_K78299798	-0.002651723	inactive	N	SPE_K78299798	mepiroxol	-1.46	inactive
R4A_0004971_001	SPE_K51474575	-0.05746341	inactive	N	SPE_K51474575	Taurine	-1.24	inactive
R4A_0004969_001	SPE_K28308851	-0.063298971	inactive	N	SPE_K28308851	alpha-methylhistamine-dihydrobromide-(S)-(+)	-1.54	inactive
R4A_0003271_001	SPE_K64422603	-0.17310811	inactive	N	SPE_K64422603	N-alpha-Methylhistamine-dihydrochloride	-7.65	inactive
R4A_0004239_001	SPE_K70821460	-0.084670094	inactive	N	SPE_K70821460	4-methylhistamine	0.11	inactive
R4A_0004969_002	SPE_K80028314	-0.019861425	inactive	N	SPE_K80028314	alpha-methylhistamine-dihydrobromide-(R)-(-)	-1.95	inactive
R4A_0003441_001	SPE_K00405906	-0.075349676	inactive	N	SPE_K00405906	phloroglucin	-3.47	inactive
R4A_0002868_001	SPE_K86799112	-0.004223311	inactive	N	SPE_K86799112	5-(Hydroxymethyl)furan-2-carbaldehyde	-2.91	inactive
R4A_0004222_001	SPE_K70053378	-0.033499548	inactive	N	SPE_K70053378	5-Hydroxy-1H-imidazole-4-carboxamide	-0.78	inactive
R4A_0001131_001	SPE_K73381198	-0.081885497	inactive	N	SPE_K73381198	(5-fluoro-3-pyridyl)methanol	-3.01	inactive
R4A_0003599_001	SPE_K01980392	-0.093677152	inactive	N	SPE_K01980392	guvacine	3.24	inactive
R4A_0002185_001	SPE_K66480997	-0.058754858	inactive	N	SPE_K66480997	isoguvacine	-6.34	inactive
R4A_0002021_001	SPE_M97302542	0.005337624	inactive	N	SPE_M97302542	dichloroacetate	-4.51	inactive
R4A_0000823_001	SPE_K29791386	-0.003757475	inactive	N	SPE_K29791386	"2,5-furandimethanol"	0.61	inactive
R4A_0005350_001	SPE_K58819470	-0.003627283	inactive	N	SPE_K58819470	2-THIOURACIL	-2.88	inactive
R4A_0004829_001	SPE_K40992116	-0.022596447	inactive	N	SPE_K40992116	PARACHLOROPHENOL	-4.68	inactive
R4A_0005004_001	SPE_K82143716	-0.087931527	inactive	N	SPE_K82143716	FLUCYTOSINE	-1.94	inactive
R4A_0002027_001	SPE_K43687498	0.085051471	inactive	N	SPE_K43687498	DIMETHADIONE	-2.7	inactive
R4A_0003286_001	SPE_A07893380	-0.128543514	inactive	N	SPE_A07893380	Vigabatrin	0.41	inactive
R4A_0005085_001	SPE_K79602928	-0.031316401	inactive	N	SPE_K79602928	METFORMIN HYDROCHLORIDE	2.14	inactive
R4A_0001137_001	SPE_K24844714	-0.102048417	inactive	N	SPE_K24844714	FLUOROURACIL	-3.49	inactive
R4A_0003647_001	SPE_K49738308	0.069835532	inactive	N	SPE_K49738308	Agmatine sulfate	-1.75	inactive
R4A_0003306_001	SPE_A12454076	-0.084404625	inactive	N	SPE_A12454076	trans-4-Hydroxy-L-proline	-0.63	inactive
R4A_0005377_001	SPE_K57631554	-0.063697953	inactive	N	SPE_K57631554	AMINOLEVULINIC ACID HYDROCHLORIDE	9.37	inactive
R4A_0000628_001	SPE_K19615002	-0.106398539	inactive	N	SPE_K19615002	creatine	-3.9	inactive
R4A_0002146_001					SPE_K50781608	guanidinopropionic-acid	-4.98	inactive
R4A_0000073_001	SPE_A02232681	-0.094148904	inactive	N	SPE_A02232681	isoleucine	-0.55	inactive
R4A_0003794_001					SPE_K12853841	L-leucine	7.87	inactive
R4A_0004007_001	SPE_K64931368	-0.074047945	inactive	N	SPE_K64931368	AMINOCAPROIC ACID HYDROCHLORIDE	-1.72	inactive
R4A_0000255_001	SPE_A28318179	0.131771898	inactive	N	SPE_A28318179	aminomethyltransferase	0.17	inactive
R4A_0000340_001	SPE_A18396475	0.030526337	inactive	N	SPE_A18396475	malic-acid	0.86	inactive
R4A_0002100_001					SPE_K61279411	oxaloacetate	-7.37	inactive
R4A_0000688_001	SPE_K06665116	-0.063343182	inactive	N	SPE_K06665116	L-asparagine	-8.16	inactive
R4A_0002122_001	SPE_K38088841	0.028294496	inactive	N	SPE_K38088841	cinnamaldehyde	-3.17	inactive
R4A_0000556_001					SPE_K97163964	L-Aspartic-Acid	6.71	inactive
R4A_0000082_001	SPE_A13561534	-0.097822302	inactive	N	SPE_A13561534	ORNITHINE HYDROCHLORIDE	4.66	inactive
R4A_0000881_001	SPE_A38592941	0.004719374	inactive	N	SPE_A38592941	TIMONACIC	-4.52	inactive
R4A_0000042_001					SPE_K47029922	TRANYLCYPROMINE SULFATE	-1.26	inactive
R4A_0001118_001	SPE_K26060080	-0.061458212	inactive	N	SPE_K26060080	ADENINE	-2.75	inactive
R4A_0001079_001	SPE_K11094367	0.005187719	inactive	N	SPE_K11094367	ACETANILIDE	-3.98	inactive
R4A_0001589_001	SPE_K63123526	-0.031371161	inactive	N	SPE_K63123526	S-methylcysteine	-1.63	inactive
R4A_0005185_001					SPE_K48461310	FOSFOMYCIN CALCIUM	-3.28	inactive
R4A_0001932_001					SPE_K26425819	eniluracil	-3.59	inactive
R4A_0000914_001	SPE_K03739921	-0.193411341	inactive	N	SPE_K03739921	Hypoxanthine	-2.17	inactive
R4A_0003019_001	SPE_K86307448	-0.01858179	inactive	N	SPE_K86307448	ALLOPURINOL	0.16	inactive
R4A_0000116_001					SPE_K58497451	POTASSIUM p-AMINOBENZOATE	5.13	inactive
R4A_0001228_001	SPE_K08703257	-0.03045305	inactive	N	SPE_K08703257	3-amino-benzamide	-8.29	inactive
R4A_0000959_001	SPE_K25691735	-0.131209584	inactive	N	SPE_K25691735	Tetramethylpyrazine	-1.64	inactive
R4A_0003780_001	SPE_K87024524	-0.040089623	inactive	N	SPE_K87024524	PHENELZINE SULFATE	-4.17	inactive
R4A_0005189_001					SPE_K10132944	methyl-nicotinate	11.32	inactive
R4A_0004818_001					SPE_K69231085	Trigonelline?HCl	-3.38	inactive
R4A_0004000_001	SPE_K81130846	-0.080798006	inactive	N	SPE_K81130846	SALICYLAMIDE	-3.89	inactive
R4A_0003584_001	SPE_K87202646	0.00347956	inactive	N	SPE_K87202646	PASINIAZID	-5.81	inactive
R4A_0002560_001					SPE_K24221957	pralidoxime-chloride	8.51	inactive
R4A_0001806_001	SPE_K84281997	-0.014171874	inactive	N	SPE_K84281997	PRALIDOXIME MESYLATE	-6.44	inactive
R4A_0001935_001	SPE_K28982731	-0.0305591	inactive	N	SPE_K28982731	emoxipin	-4.78	inactive
R4A_0005150_001	SPE_K93632104	-0.006980499	inactive	N	SPE_K93632104	SALICYLIC ACID	0.08	inactive
R4A_0002398_001	SPE_K25146005	-0.143416525	inactive	N	SPE_K25146005	cis-Urocanic acid	-4.42	inactive
R4A_0002398_002	SPE_K52670952	0.036336273	inactive	N	SPE_K52670952	cis-urocanic-acid	-3.59	inactive
R4A_0000637_001					SPE_K57718010	PENTYLENETETRAZOL	-7.15	inactive
R4A_0000963_001					SPE_K20417253	OXINIACIC ACID	-11.71	inactive
R4A_0004176_001	SPE_K06878038	0.030673192	inactive	N	SPE_K06878038	DEFERIPRONE	-10.47	inactive
R4A_0001607_001	SPE_K38564664	-0.039341085	inactive	N	SPE_K38564664	rolziracetam	-3.3	inactive
R4A_0004024_001	SPE_K82234479	-0.026607426	inactive	N	SPE_K82234479	TRAMIPROSATE	-2	inactive
R4A_0002139_001	SPE_K15337272	-0.043966352	inactive	N	SPE_K15337272	C-751	0.53	inactive
R4A_0005508_001	SPE_K89104321	-0.048557456	inactive	N	SPE_K89104321	gaboxadol	-1.38	inactive
R4A_0004478_001	SPE_K30114692	0.040057544	inactive	N	SPE_K30114692	Methenamine (Mandelamine)	-0.33	inactive
R4A_0001575_001					SPE_K72728560	DIMETRIDAZOLE	10.02	inactive
R4A_0001306_001	SPE_A99633051	0.030969547	inactive	N	SPE_A99633051	ETHOSUXIMIDE	-6.19	inactive
R4A_0005421_001					SPE_K49954789	MESNA	-2.99	inactive
R4A_0005054_001	SPE_A64743628	-0.104676678	inactive	N	SPE_A64743628	isometheptene-mucate	-6.77	inactive
R4A_0004271_001	SPE_A14757586	-0.052821582	inactive	N	SPE_A14757586	tetrazol-5-yl-glycine-(RS)	-4.82	inactive
R4A_0001195_001	SPE_K19456237	-0.039451073	inactive	N	SPE_K19456237	PIRACETAM	4.25	inactive
R4A_0001018_001					SPE_K60902958	ectoine-zwitterion	0	inactive
R4A_0001512_001	SPE_K11900042	-0.099305607	inactive	N	SPE_K11900042	METHYLTHIOURACIL	-2.87	inactive
R4A_0005226_001	SPE_K96055017	-0.12147274	inactive	N	SPE_K96055017	1-acetyl-4-methylpiperazine	-1.39	inactive
R4A_0000521_001	SPE_K89056082	-0.131656456	inactive	N	SPE_K89056082	CHLOROCRESOL	-1.11	inactive
R4A_0001710_001	SPE_K16606819	-0.116751982	inactive	N	SPE_K16606819	TRIMETHADIONE	2.55	inactive
R4A_0000119_001					SPE_K14379200	cyclocreatine	1.96	inactive
R4A_0002824_001					SPE_K41260949	VALPROATE SODIUM	-5.85	inactive
R4A_0003344_001	SPE_K61339991	0.007765287	inactive	N	SPE_K61339991	Kevetrin (hydrochloride)	-2.54	inactive
R4A_0003577_001					SPE_A96644976	valnoctamide	4.28	inactive
R4A_0003090_001					SPE_K54698528	valpromide	0.56	inactive
R4A_0002288_001					SPE_K31111078	DIMETHYL FUMARATE	-6.83	inactive
R4A_0002002_001	SPE_K21164796	0.006301151	inactive	N	SPE_K21164796	2-Naphthol	2.96	inactive
R4A_0001159_001	SPE_K64338723	-0.005335766	inactive	N	SPE_K64338723	milacemide	-5.73	inactive
R4A_0005253_001	SPE_K01292611	-0.075654875	inactive	N	SPE_K01292611	Methyl Aminolevulinate?HCl	-4.09	inactive
R4A_0002508_001	SPE_K66808046	-0.051681164	inactive	N	SPE_K66808046	OXYQUINOLINE HEMISULFATE	-3.64	inactive
R4A_0005401_001	SPE_K87573013	-0.080347634	inactive	N	SPE_K87573013	CL-225385	-3.41	inactive
R4A_0005442_001	SPE_K35687421	-0.041588691	inactive	N	SPE_K35687421	Gimeracil	-6.34	inactive
R4A_0002164_001	SPE_K89712525	-0.022454898	inactive	N	SPE_K89712525	2-oxoglutaric-acid	-1.29	inactive
R4A_0004733_001	SPE_K10656395	0.045244259	inactive	N	SPE_K10656395	adipic-acid	-6.15	inactive
R4A_0002132_001	SPE_K47178855	-0.051314391	inactive	N	SPE_K47178855	Isosorbide	-0.79	inactive
R4A_0000005_001	SPE_K68502831	-0.105071967	inactive	N	SPE_K68502831	VAL-083	-1.6	inactive
R4A_0005512_001	SPE_K23913458	0.039292534	inactive	N	SPE_K23913458	COUMARIN	1.2	inactive
R4A_0005346_001	SPE_K83896451	-0.005398669	inactive	N	SPE_K83896451	L-Glutamine	-2.87	inactive
R4A_0003544_001	SPE_K91758890	0.108699844	inactive	N	SPE_K91758890	4-HQN	-0.55	inactive
R4A_0003467_001	SPE_K44825564	-0.121404881	inactive	N	SPE_K44825564	ZAPA	-8.63	inactive
R4A_0003379_001	SPE_K79392608	-0.070191991	inactive	N	SPE_K79392608	Meldonium	-4.85	inactive
R4A_0002076_001	SPE_K86016185	0.048919207	inactive	N	SPE_K86016185	L-lysine	-0.65	inactive
R4A_0003861_001	SPE_A55455283	-0.090130052	inactive	N	SPE_A55455283	"2-ethyl-1,3-hexanediol"	-4.8	inactive
R4A_0004465_001	SPE_K37111771	-0.087078721	inactive	N	SPE_K37111771	TRIENTINE HYDROCHLORIDE	-4.13	inactive
R4A_0002420_001	SPE_A32988684	-0.146376495	inactive	N	SPE_A32988684	HEPTAMINOL HYDROCHLORIDE	-8.75	inactive
R4A_0004540_001					SPE_K80970344	pyrrolidine-dithiocarbamate	-0.32	inactive
R4A_0004681_001					SPE_K62309135	L-glutamic-acid	-9.39	inactive
R4A_0001427_001					SPE_K62414032	NMDA	0.5	inactive
R4A_0004605_001					SPE_K63247785	O-acetyl-L-serine HCl	-1.95	inactive
R4A_0000379_001					SPE_K92413528	procysteine	4.13	inactive
R4A_0005298_001	SPE_K61536264	-0.089991446	inactive	N	SPE_K61536264	Fagomine	-2.04	inactive
R4A_0003139_001					SPE_K90305467	ID-1101	0.75	inactive
R4A_0001753_001	SPE_K01815685	0.020241758	inactive	N	SPE_K01815685	Indole-3-carbinol	1.08	inactive
R4A_0004509_001	SPE_K75037734	-0.037063401	inactive	N	SPE_K75037734	CARBACHOL	-0.88	inactive
R4A_0005324_001					SPE_K82178523	L-asparagine-n-hydroxy	-6.2	inactive
R4A_0002839_001	SPE_A43435802	0.055965172	inactive	N	SPE_A43435802	mercaptosuccinic-acid	-4.92	inactive
R4A_0002374_001	SPE_K40654626	-0.02694398	inactive	N	SPE_K40654626	ditiocarb-sodium-trihydrate	-6.15	inactive
R4A_0001032_001					SPE_K81647657	3-Methyladenine (3-MA)	7.06	inactive
R4A_0004561_001	SPE_A16376407	-0.0757667	inactive	N	SPE_A16376407	PENICILLAMINE ETHANOLAMINE SALT	-0.26	inactive
R4A_0000933_001					SPE_A39515206	methionine	-3.06	inactive
R4A_0004561_002	SPE_K17518951	-0.010888103	inactive	N	SPE_K17518951	Penicillamine (Cuprimine)	16.57	inactive
R4A_0000726_001	SPE_K96319534	-0.068085924	inactive	N	SPE_K96319534	phentermine	-1.25	inactive
R4A_0005426_001	SPE_M22581557	-0.070672878	inactive	N	SPE_M22581557	Sevelamer HCl	-4.42	inactive
R4A_0000930_001					SPE_K36474365	TARTARIC ACID	-3.63	inactive
R4A_0003410_001	SPE_K10759144	0.039797814	inactive	N	SPE_K10759144	Xylose	-4.12	inactive
R4A_0003672_001					SPE_K07441213	PAROXYPROPIONE	-7.42	inactive
R4A_0003498_001	SPE_K06338106	-0.06222288	inactive	N	SPE_K06338106	4-tert-butylphenol	-1.81	inactive
R4A_0002553_001	SPE_K17458574	0.048930696	inactive	N	SPE_K17458574	thymol	-2.22	inactive
R4A_0002600_001	SPE_K49504902	0.022011586	inactive	N	SPE_K49504902	SEP-227900	-4.85	inactive
R4A_0003531_001	SPE_K16474819	-0.00418007	inactive	N	SPE_K16474819	METACETAMOL	-2.86	inactive
R4A_0003898_001	SPE_K41524689	0.003500903	inactive	N	SPE_K41524689	ACETAMINOPHEN	0.69	inactive
R4A_0001152_001	SPE_A80871782	0.004659827	inactive	N	SPE_A80871782	hydroxyamphetamine	-0.07	inactive
R4A_0000761_001	SPE_K27853494	-0.04208536	inactive	N	SPE_K27853494	"1S,2R-PHENYLPROPANOLAMINE HYDROCHLORIDE"	-1.41	inactive
R4A_0001302_001	SPE_K49721826	0.030854102	inactive	N	SPE_K49721826	3-anilinopropan-1-ol	-4.73	inactive
R4A_0000752_001	SPE_K70330367	-0.062446381	inactive	N	SPE_K70330367	AMANTADINE HYDROCHLORIDE	6.37	inactive
R4A_0002315_001	SPE_K76713213	-0.070391316	inactive	N	SPE_K76713213	Tavaborole	-2.38	inactive
R4A_0000383_001	SPE_K31841515	0.022247039	inactive	N	SPE_K31841515	oxypurinol	-3.72	inactive
R4A_0002410_001	SPE_K53114651	-0.013877827	inactive	N	SPE_K53114651	Azaguanine-8	1.34	inactive
R4A_0004794_001					SPE_K80267133	AMINOSALICYLATE SODIUM	-0.28	inactive
R4A_0001343_001					SPE_K49313711	Ribitol (Adonitol)	-6.6	inactive
R4A_0001765_001	SPE_A91448670	-0.053943658	inactive	N	SPE_A91448670	mandelic-acid	-1.64	inactive
R4A_0003145_001	SPE_K10103010	0.024006876	inactive	N	SPE_K10103010	methyl-salicylate	-1.83	inactive
R4A_0002707_001	SPE_K24258499	-0.0528747	inactive	N	SPE_K24258499	Vanillin	-2.56	inactive
R4A_0004678_001	SPE_K75608666	0.030307324	inactive	N	SPE_K75608666	HYDROXYTOLUIC ACID	-3.56	inactive
R4A_0002466_001	SPE_K78321730	-0.08764822	inactive	N	SPE_K78321730	methylparaben	-5.12	inactive
R4A_0000037_001	SPE_A25800195	-0.059350876	inactive	N	SPE_A25800195	L-Cysteinesulfinic-acid	-1.45	inactive
R4A_0001183_001	SPE_K91601245	-0.084091608	inactive	N	SPE_K91601245	MERCAPTOPURINE	-1.86	inactive
R4A_0004785_001	SPE_A04447196	-0.162626035	inactive	N	SPE_A04447196	gepefrine	-6.46	inactive
R4A_0002772_001	SPE_A13323580	-0.006915291	inactive	N	SPE_A13323580	perillyl-alcohol	-2.64	inactive
R4A_0004290_001	SPE_K22327730	0.013758622	inactive	N	SPE_K22327730	2-methyl-5-nitrophenol	-3.44	inactive
R4A_0002054_001	SPE_K28849549	0.025615221	inactive	N	SPE_K28849549	Mesalamine (Lialda)	-0.32	inactive
R4A_0004593_001	SPE_K43887077	-0.040064328	inactive	N	SPE_K43887077	DOPAMINE HYDROCHLORIDE	-2.47	inactive
R4A_0002731_001	SPE_K20049318	-0.001440136	inactive	N	SPE_K20049318	impentamine	-0.34	inactive
R4A_0003966_001	SPE_A79038507	0.017715333	inactive	N	SPE_A79038507	AGN-192403	1.94	inactive
R4A_0002352_001	SPE_K49545903	-0.145457787	inactive	N	SPE_K49545903	"4,4-pentamethylenepiperidine"	3.06	inactive
R4A_0000184_001	SPE_A64228451	0.004795217	inactive	N	SPE_A64228451	terreic-acid-(-)	-0.86	inactive
R4A_0000744_001	SPE_K63736853	-0.057311528	inactive	N	SPE_K63736853	ACIPIMOX	-1.43	inactive
R4A_0002127_001					SPE_K53605365	proacipimox	2.97	inactive
R4A_0003493_001	SPE_A14240607	0.031183302	inactive	N	SPE_A14240607	OCTOPAMINE HYDROCHLORIDE	-3.77	inactive
R4A_0002748_001	SPE_K36998189	-0.043873215	inactive	N	SPE_K36998189	o-mercapto-benzoic-acid	-3.45	inactive
R4A_0002160_001	SPE_K45437867	-0.103483147	inactive	N	SPE_K45437867	5-methylfurmethiodide	0.45	inactive
R4A_0000503_001	SPE_A43082461	-0.076972688	inactive	N	SPE_A43082461	linalool	-8.91	inactive
R4A_0001416_001	SPE_K36449075	-0.081349655	inactive	N	SPE_K36449075	D-Histidine	1.48	inactive
R4A_0003136_001	SPE_K14993104	0.030271027	inactive	N	SPE_K14993104	Bemegride	-1.29	inactive
R4A_0000957_001					SPE_K75923785	Scopine	17.16	inactive
R4A_0001387_001	SPE_K88646909	0.035454724	inactive	N	SPE_K88646909	ARECOLINE HYDROBROMIDE	-1.97	inactive
R4A_0001120_001	SPE_K55822903	-0.020896133	inactive	N	SPE_K55822903	Imeglimin (hydrochloride)	-2.11	inactive
R4A_0005043_001	SPE_K71075093	-0.135747231	inactive	N	SPE_K71075093	PEMPIDINE TARTRATE	-4.52	inactive
R4A_0001309_001					SPE_K12829205	MECHLORETHAMINE	-2.81	inactive
R4A_0003883_001					SPE_K31468676	Oxonic acid potassium salt	-2.23	inactive
R4A_0003404_001	SPE_K32572029	-0.016364211	inactive	N	SPE_K32572029	OROTIC ACID	-6.85	inactive
R4A_0002874_001	SPE_K50329370	0.008846567	inactive	N	SPE_K50329370	LEVOMENTHOL	-7.25	inactive
R4A_0001816_001	SPE_A35667010	0.006459304	inactive	N	SPE_A35667010	propylhexedrine	6.1	inactive
R4A_0003141_001	SPE_K17223896	-0.122845802	inactive	N	SPE_K17223896	CHLOROXYLENOL	-1.23	inactive
R4A_0005328_001	SPE_K04264130	-0.051273117	inactive	N	SPE_K04264130	favipiravir	-3.41	inactive
R4A_0001704_001	SPE_A04628621	-0.021791977	inactive	N	SPE_A04628621	ibotenic-acid	-1.46	inactive
R4A_0001281_001					SPE_K15014948	TRANEXAMIC ACID	-3.43	inactive
R4A_0002664_001	SPE_K97019106	-0.117892845	inactive	N	SPE_K97019106	"4-acetyl-1,1-dimethylpiperazinium"	0.9	inactive
R4A_0002334_001	SPE_K39670393	-0.023121234	inactive	N	SPE_K39670393	amthamine	-2.17	inactive
R4A_0003321_001	SPE_A96407378	-0.006610542	inactive	N	SPE_A96407378	ALLANTOIN	-3.18	inactive
R4A_0001164_001					SPE_K03871161	5-hydroxyectoine	-5.19	inactive
R4A_0001623_001	SPE_K50677762	-0.072861244	inactive	N	SPE_K50677762	(R)-Oxiracetam	-0.97	inactive
R4A_0000716_001	SPE_K49519092	-0.086371079	inactive	N	SPE_K49519092	immethridine	-3.63	inactive
R4A_0002894_001	SPE_A57957888	-0.113125243	inactive	N	SPE_A57957888	CITIOLONE	-6.65	inactive
R4A_0000236_001	SPE_K66786476	0.284978763	inactive	N	SPE_K66786476	PREGABALIN	7.75	inactive
R4A_0000802_001	SPE_K83597974	-0.027669691	inactive	N	SPE_K83597974	PARGYLINE HYDROCHLORIDE	-4.32	inactive
R4A_0002876_001	SPE_K83452553	-0.06059709	inactive	N	SPE_K83452553	daminozide	-1.95	inactive
R4A_0002986_001	SPE_K40715924	-0.021544057	inactive	N	SPE_K40715924	medorinone	-0.1	inactive
R4A_0001219_001	SPE_K91904471	-0.007052479	inactive	N	SPE_K91904471	SD-169	-9.05	inactive
R4A_0003803_001	SPE_K82103381	0.000987817	inactive	N	SPE_K82103381	HYDRALAZINE HYDROCHLORIDE	-2.34	inactive
R4A_0001877_001	SPE_K46211610	0.04184954	inactive	N	SPE_K46211610	TOLAZOLINE HYDROCHLORIDE	-4.29	inactive
R4A_0002182_001	SPE_K72106461	-0.088985502	inactive	N	SPE_K72106461	SYM 2081	1.7	inactive
R4A_0002967_001	SPE_A99833829	-0.15596315	inactive	N	SPE_A99833829	BETHANECHOL CHLORIDE	-0.34	inactive
R4A_0001927_001	SPE_K41434598	-0.064198628	inactive	N	SPE_K41434598	org-9768	4.65	inactive
R4A_0003077_001	SPE_K23541596	-0.07320238	inactive	N	SPE_K23541596	dimaprit	3.38	inactive
R4A_0005144_001					SPE_K50850824	ACESULFAME POTASSIUM	-5.65	inactive
R4A_0000646_001	SPE_K70586315	-0.061324273	inactive	N	SPE_K70586315	1-EBIO	-2.45	inactive
R4A_0003267_001	SPE_A89594340	-0.072888337	inactive	N	SPE_A89594340	CARNITINE (dl) HYDROCHLORIDE	-4.35	inactive
R4A_0004022_001					SPE_A93695607	NICOTINE BITARTRATE	-9.85	inactive
R4A_0001985_001					SPE_K79966802	RJR 2403 oxalate	-4.64	inactive
R4A_0002971_001	SPE_K13238618	-0.044581666	inactive	N	SPE_K13238618	CARSALAM	-0.99	inactive
R4A_0003331_001	SPE_K04430056	0.027488952	inactive	N	SPE_K04430056	7-nitroindazole	-13.04	inactive
R4A_0002465_001	SPE_K89665618	-0.012139546	inactive	N	SPE_K89665618	1-deoxymannojirimycin	-2.05	inactive
R4A_0002976_001					SPE_K67102207	SODIUM PHENYLBUTYRATE	0.94	inactive
R4A_0005239_001					SPE_A85295731	TIOPRONIN	4.93	inactive
R4A_0003389_001	SPE_K67174965	-0.0196494	inactive	N	SPE_K67174965	ACETYLCYSTEINE	0.27	inactive
R4A_0003871_001	SPE_K18194590	-0.094457676	inactive	N	SPE_K18194590	MEPHENTERMINE SULFATE	-6.23	inactive
