"CompoundID";"Label";"Hf_Hf_d1";"Hf_Hf_d2";"Hf_Hf_d3";"Hf_Hf_d4";"Hf_Hf_d5";"Hf_Hf_d6";"Hf_Hf_d7";"Hf_Hf_d8";"Hf_Hf_d9";"Hf_Hf_d10";"Hf_Hf_d11";"Hf_Hf_d12";"Hf_Hf_d13";"Hf_Hf_d14";"Hf_Hf_d15";"Hf_Ar_d1";"Hf_Ar_d2";"Hf_Ar_d3";"Hf_Ar_d4";"Hf_Ar_d5";"Hf_Ar_d6";"Hf_Ar_d7";"Hf_Ar_d8";"Hf_Ar_d9";"Hf_Ar_d10";"Hf_Ar_d11";"Hf_Ar_d12";"Hf_Ar_d13";"Hf_Ar_d14";"Hf_Ar_d15";"Hf_D_d1";"Hf_D_d2";"Hf_D_d3";"Hf_D_d4";"Hf_D_d5";"Hf_D_d6";"Hf_D_d7";"Hf_D_d8";"Hf_D_d9";"Hf_D_d10";"Hf_D_d11";"Hf_D_d12";"Hf_D_d13";"Hf_D_d14";"Hf_D_d15";"Hf_+_d1";"Hf_+_d2";"Hf_+_d3";"Hf_+_d4";"Hf_+_d5";"Hf_+_d6";"Hf_+_d7";"Hf_+_d8";"Hf_+_d9";"Hf_+_d10";"Hf_+_d11";"Hf_+_d12";"Hf_+_d13";"Hf_+_d14";"Hf_+_d15";"Hf_Ac_d1";"Hf_Ac_d2";"Hf_Ac_d3";"Hf_Ac_d4";"Hf_Ac_d5";"Hf_Ac_d6";"Hf_Ac_d7";"Hf_Ac_d8";"Hf_Ac_d9";"Hf_Ac_d10";"Hf_Ac_d11";"Hf_Ac_d12";"Hf_Ac_d13";"Hf_Ac_d14";"Hf_Ac_d15";"Hf_-_d1";"Hf_-_d2";"Hf_-_d3";"Hf_-_d4";"Hf_-_d5";"Hf_-_d6";"Hf_-_d7";"Hf_-_d8";"Hf_-_d9";"Hf_-_d10";"Hf_-_d11";"Hf_-_d12";"Hf_-_d13";"Hf_-_d14";"Hf_-_d15";"Ar_Ar_d1";"Ar_Ar_d2";"Ar_Ar_d3";"Ar_Ar_d4";"Ar_Ar_d5";"Ar_Ar_d6";"Ar_Ar_d7";"Ar_Ar_d8";"Ar_Ar_d9";"Ar_Ar_d10";"Ar_Ar_d11";"Ar_Ar_d12";"Ar_Ar_d13";"Ar_Ar_d14";"Ar_Ar_d15";"Ar_D_d1";"Ar_D_d2";"Ar_D_d3";"Ar_D_d4";"Ar_D_d5";"Ar_D_d6";"Ar_D_d7";"Ar_D_d8";"Ar_D_d9";"Ar_D_d10";"Ar_D_d11";"Ar_D_d12";"Ar_D_d13";"Ar_D_d14";"Ar_D_d15";"Ar_+_d1";"Ar_+_d2";"Ar_+_d3";"Ar_+_d4";"Ar_+_d5";"Ar_+_d6";"Ar_+_d7";"Ar_+_d8";"Ar_+_d9";"Ar_+_d10";"Ar_+_d11";"Ar_+_d12";"Ar_+_d13";"Ar_+_d14";"Ar_+_d15";"Ar_Ac_d1";"Ar_Ac_d2";"Ar_Ac_d3";"Ar_Ac_d4";"Ar_Ac_d5";"Ar_Ac_d6";"Ar_Ac_d7";"Ar_Ac_d8";"Ar_Ac_d9";"Ar_Ac_d10";"Ar_Ac_d11";"Ar_Ac_d12";"Ar_Ac_d13";"Ar_Ac_d14";"Ar_Ac_d15";"Ar_-_d1";"Ar_-_d2";"Ar_-_d3";"Ar_-_d4";"Ar_-_d5";"Ar_-_d6";"Ar_-_d7";"Ar_-_d8";"Ar_-_d9";"Ar_-_d10";"Ar_-_d11";"Ar_-_d12";"Ar_-_d13";"Ar_-_d14";"Ar_-_d15";"D_D_d1";"D_D_d2";"D_D_d3";"D_D_d4";"D_D_d5";"D_D_d6";"D_D_d7";"D_D_d8";"D_D_d9";"D_D_d10";"D_D_d11";"D_D_d12";"D_D_d13";"D_D_d14";"D_D_d15";"D_+_d1";"D_+_d2";"D_+_d3";"D_+_d4";"D_+_d5";"D_+_d6";"D_+_d7";"D_+_d8";"D_+_d9";"D_+_d10";"D_+_d11";"D_+_d12";"D_+_d13";"D_+_d14";"D_+_d15";"D_Ac_d1";"D_Ac_d2";"D_Ac_d3";"D_Ac_d4";"D_Ac_d5";"D_Ac_d6";"D_Ac_d7";"D_Ac_d8";"D_Ac_d9";"D_Ac_d10";"D_Ac_d11";"D_Ac_d12";"D_Ac_d13";"D_Ac_d14";"D_Ac_d15";"D_-_d1";"D_-_d2";"D_-_d3";"D_-_d4";"D_-_d5";"D_-_d6";"D_-_d7";"D_-_d8";"D_-_d9";"D_-_d10";"D_-_d11";"D_-_d12";"D_-_d13";"D_-_d14";"D_-_d15";"+_+_d1";"+_+_d2";"+_+_d3";"+_+_d4";"+_+_d5";"+_+_d6";"+_+_d7";"+_+_d8";"+_+_d9";"+_+_d10";"+_+_d11";"+_+_d12";"+_+_d13";"+_+_d14";"+_+_d15";"+_Ac_d1";"+_Ac_d2";"+_Ac_d3";"+_Ac_d4";"+_Ac_d5";"+_Ac_d6";"+_Ac_d7";"+_Ac_d8";"+_Ac_d9";"+_Ac_d10";"+_Ac_d11";"+_Ac_d12";"+_Ac_d13";"+_Ac_d14";"+_Ac_d15";"+_-_d1";"+_-_d2";"+_-_d3";"+_-_d4";"+_-_d5";"+_-_d6";"+_-_d7";"+_-_d8";"+_-_d9";"+_-_d10";"+_-_d11";"+_-_d12";"+_-_d13";"+_-_d14";"+_-_d15";"Ac_Ac_d1";"Ac_Ac_d2";"Ac_Ac_d3";"Ac_Ac_d4";"Ac_Ac_d5";"Ac_Ac_d6";"Ac_Ac_d7";"Ac_Ac_d8";"Ac_Ac_d9";"Ac_Ac_d10";"Ac_Ac_d11";"Ac_Ac_d12";"Ac_Ac_d13";"Ac_Ac_d14";"Ac_Ac_d15";"Ac_-_d1";"Ac_-_d2";"Ac_-_d3";"Ac_-_d4";"Ac_-_d5";"Ac_-_d6";"Ac_-_d7";"Ac_-_d8";"Ac_-_d9";"Ac_-_d10";"Ac_-_d11";"Ac_-_d12";"Ac_-_d13";"Ac_-_d14";"Ac_-_d15";"-_-_d1";"-_-_d2";"-_-_d3";"-_-_d4";"-_-_d5";"-_-_d6";"-_-_d7";"-_-_d8";"-_-_d9";"-_-_d10";"-_-_d11";"-_-_d12";"-_-_d13";"-_-_d14";"-_-_d15";"SlogP";"SMR";"LabuteASA";"TPSA";"AMW";"ExactMW";"NumLipinskiHBA";"NumLipinskiHBD";"NumRotatableBonds";"NumHBD";"NumHBA";"NumAmideBonds";"NumHeteroAtoms";"NumHeavyAtoms";"NumAtoms";"NumStereocenters";"NumUnspecifiedStereocenters";"NumRings";"NumAromaticRings";"NumSaturatedRings";"NumAliphaticRings";"NumAromaticHeterocycles";"NumSaturatedHeterocycles";"NumAliphaticHeterocycles";"NumAromaticCarbocycles";"NumSaturatedCarbocycles";"NumAliphaticCarbocycles";"FractionCSP3"
"SPE_K00603606";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.959800000000002;73.58900000000004;110.64589779711473;3.24;263.793;263.053548128;1;0;2;0;2;0;3;17;31;0;0;3;2;0;1;1;0;1;1;0;0;0.2857142857142857
"SPE_K08478539";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9902000000000006;65.92470000000002;96.37499671338016;37.81;264.12600000000003;263.00580942;3;1;3;1;3;0;4;15;25;0;0;2;2;0;0;1;0;0;1;0;0;0.09090909090909091
"SPE_A08316590";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8585999999999998;56.91850000000003;91.79803289811467;58.29;263.135;262.03168982;4;2;3;2;4;0;5;14;29;1;1;1;1;0;0;1;0;0;0;0;0;0.6666666666666666
"SPE_K85882401";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;2.3;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;6.3000002;1.3;0.30000001;5.3000002;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0.30000001;9.3000002;0.30000001;0.30000001;3.3;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;-1.8678999999999983;50.72760000000001;97.00506725974121;133.07;264.23900000000003;264.02957961991;9;2;3;1;6;3;10;17;27;3;1;2;0;2;2;0;2;2;0;0;0;0.7142857142857143
"SPE_K70592483";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;2.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;2.3;0.30000001;1.3;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;2.3;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06399999999999956;68.14090000000003;110.15455085322132;109.49;264.281;264.111006992;6;4;7;3;3;2;6;19;35;1;0;1;1;0;0;0;0;0;1;0;0;0.3076923076923077
"SPE_K80607346";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5663999999999998;69.14220000000003;111.1433843379658;49.410000000000004;264.3;264.127406004;4;1;2;1;2;2;5;19;36;0;0;2;1;1;1;0;1;1;1;0;0;0.42857142857142855
"SPE_K93524252";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;1.3;1.3;0.30000001;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.16802;68.43190000000001;104.94326417488648;97.97;264.31;264.068096624;6;3;3;2;5;0;7;18;30;0;0;2;2;0;0;1;0;0;1;0;0;0.09090909090909091
"SPE_K16183658";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;2.3;2.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.583400000000004;82.00900000000004;117.23132712453885;30.21;264.32399999999996;264.115029752;2;0;2;0;2;0;2;20;36;0;0;3;3;0;0;1;0;0;2;0;0;0.16666666666666666
"SPE_K81418486";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0.30000001;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;0.30000001;0;0;0;0.30000001;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4711;72.70290000000003;112.52198085364748;78.43;264.32500000000005;264.1473925;5;3;8;3;3;2;5;19;39;0;0;1;1;0;0;0;0;0;1;0;0;0.42857142857142855
"SPE_K20287671";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;1.3;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.245300000000001;83.71170000000004;118.08899166568575;32.34;264.328;264.126263132;3;1;2;1;2;1;3;20;36;0;0;3;2;0;1;0;0;1;2;0;0;0.11764705882352941
"SPE_K45071273";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.617000000000001;78.67620000000005;115.3006453324285;41.57;264.3689999999999;264.183778008;4;1;8;1;4;0;4;19;43;0;0;1;1;0;0;0;0;0;1;0;0;0.5333333333333333
"SPE_K64191834";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2257000000000025;75.48570000000002;109.96525015504238;24.92;264.4189999999999;264.075490512;2;1;3;1;4;0;4;17;33;0;0;3;2;1;1;1;0;0;1;1;1;0.46153846153846156
